cids	inchi_key
133556245	PMTSPAGBAFCORP-HEDGNTSISA-N
13355	HELHAJAZNSDZJO-UHFFFAOYSA-L
133562720	PZTCVADFMACKLU-LZOIKTGRSA-N
133562742	RZPAKFUAFGMUPI-GAPKVHOQSA-N
133562799	LQCLVBQBTUVCEQ-DURLPPERSA-N
133566183	SWXOGPJRIDTIRL-CISAEKETSA-N
133611834	RXZBMPWDPOLZGW-VEHKTVFOSA-N
133640189	DOAKLVKFURWEDJ-AVSAZHKKSA-N
133659920	KASDHRXLYQOAKZ-YFMQXNBHSA-N
133687818	ORFOPKXBNMVMKC-CEZXYXJGSA-N
133701186	KVJIIORUFXGTFN-UHFFFAOYSA-L
134018	BQSJTQLCZDPROO-UHFFFAOYSA-N
134019	PEZPMAYDXJQYRV-UHFFFAOYSA-N
134129698	KASDHRXLYQOAKZ-BJMBAXCKSA-N
134129846	LAHDERDHXJFFJU-RVPOWFKMSA-N
134613184	OBZHEBDUNPOCJG-IBEOWVBCSA-N
134687046	AZSNMRSAGSSBNP-HEBHSACISA-N
134687896	PMTSPAGBAFCORP-JHYRWCSLSA-N
134687906	ACTOXUHEUCPTEW-FCCRBRQASA-N
134688803	OFHCOWSQAMBJIW-JBMXBBQVSA-N
134689739	SYLKGLMBLAAGSC-LDBYXDLTSA-N
134689747	FNPXMHRZILFCKX-PUBFFEKMSA-N
134689748	OBZHEBDUNPOCJG-HLWLYVGMSA-N
134689755	GVDMJXQHPUYPHP-TUNPWDSISA-N
134689784	CKHJPWQVLKHBIH-IFZUYCSFSA-N
134692159	KMSKQZKKOZQFFG-ULRATTRFSA-N
134692189	XJSFLOJWULLJQS-WMGDOYJFSA-N
134692784	KPVIXBKIJXZQJX-FSECUUDYSA-N
134693167	DMUAPQTXSSNEDD-IKKVXLMPSA-N
134693953	WLOHNSSYAXHWNR-ZJEQTHGHSA-N
134694094	HKDLNTKNLJPAIY-GVDCIDSWSA-N
134694187	LEQAKWQJCITZNK-OYLJIXRVSA-N
134694358	PUDHBTGHUJUUFI-GXXPDJEGSA-N
134694361	NRUKOCRGYNPUPR-DYPKOKSYSA-N
134694392	OFHCOWSQAMBJIW-PYXKWANDSA-N
134694638	QGJUIPDUBHWZPV-AHSQZFJTSA-N
134694648	XUFXOAAUWZOOIT-YCBOVGQPSA-N
134694705	JWUBBDSIWDLEOM-OVZIHYIRSA-N
134694728	KASDHRXLYQOAKZ-PASKOVIUSA-N
134694981	HIFJCPQKFCZDDL-PNQLYJIOSA-N
134695314	LJVAJPDWBABPEJ-UDJHFMPJSA-N
134695350	JMUHBNWAORSSBD-FZZQOWJDSA-N
134695356	JTZZSQYMACOLNN-ITTCGPEASA-N
134695375	ZSJLQEPLLKMAKR-SBAKBNTDSA-N
134715443	WMSYWJSZGVOIJW-YNBVPOARSA-L
134715456	ILYCWAKSDCYMBB-PHWRSAMZSA-N
134715497	DBPPRLRVDVJOCL-UHFFFAOYSA-N
134715513	ZPUHVPYXSITYDI-ZYOSQDPASA-N
134715567	ACTOXUHEUCPTEW-LFIIGWMYSA-N
134715568	BIDNLKIUORFRQP-UEFVMQGBSA-N
134715739	KYBOHGVERHWSSV-CZURJJOBSA-N
134717663	ACTOXUHEUCPTEW-NHYPZVJXSA-N
134747495	LPLVUJXQOOQHMX-CDEQOFMISA-N
134751826	NCXMLFZGDNKEPB-RNAPBSOWSA-N
134754217	NZCRJKRKKOLAOJ-VJYREXROSA-N
134754219	NZCRJKRKKOLAOJ-UPMLHBPDSA-N
134755071	OGWKCGZFUXNPDA-HAVDPRAOSA-N
134767951	STECJAGHUSJQJN-XUDOQVRBSA-N
134780	UVSMNLNDYGZFPF-UHFFFAOYSA-N
134816864	NPFOYSMITVOQOS-UHFFFAOYSA-N
134819268	UQYDFQVXLFRNMP-UHFFFAOYSA-P
134819269	IANZBMPTTAXOBQ-UHFFFAOYSA-O
134819291	IZOOGPBRAOKZFK-UHFFFAOYSA-N
134819292	MXZROTBGJUUXID-UHFFFAOYSA-N
134819293	GFSTXYOTEVLASN-UHFFFAOYSA-N
134820153	ITFLMCXLENHUAD-PYFZXISVSA-L
1349907	PMRYVIKBURPHAH-UHFFFAOYSA-N
13505	HYPPXZBJBPSRLK-UHFFFAOYSA-N
135326	PDWUPXJEEYOOTR-IUAIQHPESA-N
135391135	OFHCOWSQAMBJIW-BLLHMRGJSA-N
135391136	RXZBMPWDPOLZGW-JBFMPNIQSA-N
135391138	ZVGNESXIJDCBKN-DEIWUYIYSA-N
135391139	NZCRJKRKKOLAOJ-WSTNJLQSSA-N
135391144	AZSNMRSAGSSBNP-XTMCYPOKSA-N
135391164	JWUBBDSIWDLEOM-ZNGMIQFOSA-N
135391165	ACTOXUHEUCPTEW-QTKFNTAMSA-N
135398003	UAUHEPXILIZYCU-MIWLUFHASA-N
135398508	QDGZDCVAUDNJFG-FXQIFTODSA-N
135398513	MKUXAQIIEYXACX-UHFFFAOYSA-N
135398641	UGQMRVRMYYASKQ-KQYNXXCUSA-N
135398654	FNKQXYHWGSIFBK-RPDRRWSUSA-N
135398658	OVBPIULPVIDEAO-LBPRGKRZSA-N
135398735	JQXXHWHPUNPDRT-WLSIYKJHSA-N
135398737	QZUDBNBUXVUHMW-UHFFFAOYSA-N
135398738	FDKXTQMXEQVLRF-ZHACJKMWSA-N
135398739	BXZVVICBKDXVGW-NKWVEPMBSA-N
135398740	IRSCQMHQWWYFCW-UHFFFAOYSA-N
135398742	HDOVUKNUBWVHOX-QMMMGPOBSA-N
135398743	ZWBTYMGEBZUQTK-PVLSIAFMSA-N
135398744	BNRNXUUZRGQAQC-UHFFFAOYSA-N
135398745	KVWDHTXUZHCGIO-UHFFFAOYSA-N
135398747	JBKPUQTUERUYQE-UHFFFAOYSA-O
135398748	JNTOCHDNEULJHD-UHFFFAOYSA-N
135400182	IVTVGDXNLFLDRM-HNNXBMFYSA-N
135400189	SECKRCOLJRRGGV-UHFFFAOYSA-N
135401907	OFCNXPDARWKPPY-UHFFFAOYSA-N
135403647	KVUAALJSMIVURS-ZEDZUCNESA-L
135403821	WDZCUPBHRAEYDL-GZAUEHORSA-N
135409400	OTBXOEAOVRKTNQ-UHFFFAOYSA-N
135409453	IKBKZGMPCYNSLU-RGVLZGJSSA-N
135409642	QJFSABGVXDWMIW-UHFFFAOYSA-N
135410875	WBXPDJSOTKVWSJ-ZDUSSCGKSA-N
135412781	HIGRLDNHDGYWQJ-UHFFFAOYSA-P
135412795	AIZFEOPQVZBNGH-UHFFFAOYSA-N
135413535	WPVFJKSGQUFQAP-GKAPJAKFSA-N
135413536	ATALOFNDEOCMKK-OITMNORJSA-N
135413544	HFTSMHTWUFCYMJ-YIOMYIDASA-N
135413547	IYFNEFQTYQPVOC-UHFFFAOYSA-N
135413553	IBYCYJFUEJQSMK-UHFFFAOYSA-N
135423438	CPMDPSXJELVGJG-UHFFFAOYSA-N
135430812	KVUAALJSMIVURS-UHFFFAOYSA-L
135430945	BZPWXVJDMRBCMD-ZEDZUCNESA-N
135436482	KVUAALJSMIVURS-ZEDZUCNESA-N
135436543	RXOIEVSUURELPG-UHFFFAOYSA-N
135441414	JQXXHWHPUNPDRT-DUAWBEPNSA-N
135445058	PYAOPMWCFSVFOT-UHFFFAOYSA-N
135448133	WDZCUPBHRAEYDL-UHFFFAOYSA-N
135449284	YLDCUKJMEKGGFI-QCSRICIXSA-N
135449332	SVOQIEJWJCQGDQ-UHFFFAOYSA-N
135449527	JQXXHWHPUNPDRT-GHGVGPBWSA-N
135456161	HFTSMHTWUFCYMJ-FDNJTQOMSA-N
135458645	ZWBTYMGEBZUQTK-OZFKZPMASA-N
135484646	JBKPUQTUERUYQE-UHFFFAOYSA-O
135500522	KVUAALJSMIVURS-QNTKWALQSA-L
135512673	JQXXHWHPUNPDRT-UHFFFAOYSA-N
135550179	JQXXHWHPUNPDRT-KCFDLMDRSA-N
135564890	FBKMWOJEPMPVTQ-UHFFFAOYSA-N
135565082	HWGQMRYQVZSGDQ-HZPDHXFCSA-N
135565596	MWYDSXOGIBMAET-UHFFFAOYSA-N
135565660	FSDMNNPYPVJNAT-NJHZPMQHSA-L
135565884	RNOAOAWBMHREKO-QFIPXVFZSA-N
135565903	ASOADIZOVZTJSR-UHFFFAOYSA-N
135565962	JNWFIPVDEINBAI-UHFFFAOYSA-N
13559279	HKDLNTKNLJPAIY-UHFFFAOYSA-N
13559281	HKDLNTKNLJPAIY-WKWWZUSTSA-N
135612766	UDDUKFYJPZYIPC-ZEDZUCNESA-M
135659016	WDZCUPBHRAEYDL-PRHSTWAZSA-N
135659030	KGPGQDLTDHGEGT-FOPUKGCJSA-N
135665293	JQXXHWHPUNPDRT-OQZGDZPQSA-N
135705158	HIGRLDNHDGYWQJ-UHFFFAOYSA-P
135749824	WDZCUPBHRAEYDL-HJTBMZGUSA-N
135876149	JQXXHWHPUNPDRT-SBMPKVQQSA-N
135883785	KVUAALJSMIVURS-ZEDZUCNESA-L
135887820	WDZCUPBHRAEYDL-QFWJEWEWSA-N
135900090	JQXXHWHPUNPDRT-ZNQWNCHJSA-N
135905396	JTZZSQYMACOLNN-YHIMFGIGSA-N
135921134	JQXXHWHPUNPDRT-JMBFWHOVSA-N
135925261	JQXXHWHPUNPDRT-YOPQJBRCSA-N
135925739	WDZCUPBHRAEYDL-PWXWUWFUSA-N
135925740	ZWBTYMGEBZUQTK-DNEPJJHDSA-N
135925741	JQXXHWHPUNPDRT-FYVOWHBNSA-N
135932821	WDZCUPBHRAEYDL-METIDKAPSA-N
135950975	ZWBTYMGEBZUQTK-ASBZJICESA-N
135968625	WDZCUPBHRAEYDL-LYDPARFQSA-N
136047905	KVUAALJSMIVURS-NQJMHYHOSA-L
136053407	ZWBTYMGEBZUQTK-WOYMMMRKSA-N
136073066	WDZCUPBHRAEYDL-QEDJKGLXSA-N
136117120	ZWBTYMGEBZUQTK-AMWSOCTHSA-N
136122621	JQXXHWHPUNPDRT-CHTVYFSYSA-N
136122663	WDZCUPBHRAEYDL-FHDUCCPFSA-N
136238508	WDZCUPBHRAEYDL-NAFQJNKLSA-N
136246610	WDZCUPBHRAEYDL-BGZYVKEHSA-N
136246612	JQXXHWHPUNPDRT-ZWIXKHJGSA-N
136257950	ZWBTYMGEBZUQTK-OZKAIBRQSA-N
136374402	INGJKBXWOTWTRP-FRCWJHAJSA-N
136601293	JQXXHWHPUNPDRT-BQVAUQFYSA-N
136619758	JQXXHWHPUNPDRT-PRBSCMOVSA-N
136709103	JQXXHWHPUNPDRT-RAFOWSHMSA-N
137030254	WDZCUPBHRAEYDL-USLNORDZSA-N
137091916	WDZCUPBHRAEYDL-LBJWSYCFSA-N
137235501	WDZCUPBHRAEYDL-RDKOBYJASA-N
137286743	JQXXHWHPUNPDRT-WACSZCHISA-N
137287990	JQXXHWHPUNPDRT-UDEPFVEESA-N
137295261	ZWBTYMGEBZUQTK-HBZSWILLSA-N
137295275	CBPNZQVSJQDFBE-HELDCPHESA-N
137295283	HFTSMHTWUFCYMJ-ZJIUORFCSA-N
137303705	BUROJSBIWGDYCN-BPIPWEEESA-N
137313637	ZWBTYMGEBZUQTK-SHULBWHJSA-N
137332389	AGVAZMGAQJOSFJ-UHFFFAOYSA-L
13738	IDCHQQSVJAAUQQ-UHFFFAOYSA-N
13764	YCWSUKQGVSGXJO-UHFFFAOYSA-N
13765	AOXRBFRFYPMWLR-XGXHKTLJSA-N
137699105	DMUAPQTXSSNEDD-SRYDFXOISA-N
137699188	KXGCNMMJRFDFNR-VRMHCMCOSA-N
137701349	NRUKOCRGYNPUPR-CTWARWOPSA-N
137701808	YZBLFMPOMVTDJY-KAAHEXRMSA-N
137704508	BUROJSBIWGDYCN-MWBWAFHZSA-N
137704528	ACTOXUHEUCPTEW-OSLILNPBSA-N
137704612	RXZBMPWDPOLZGW-LVYSEDIISA-N
137704803	JWUBBDSIWDLEOM-LNEGBQAHSA-N
137704805	SXYIRMFQILZOAM-MKJIVWAQSA-N
137704806	KMSKQZKKOZQFFG-MJKUFRJISA-N
137704955	BLUAFEHZUWYNDE-WJRFXBFBSA-N
137705128	NCXMLFZGDNKEPB-KFHXBILPSA-N
137705994	QURWXBZNHXJZBE-UAULPJDASA-N
137706167	XJSFLOJWULLJQS-ARQOTQCBSA-N
137706400	LPLVUJXQOOQHMX-UHVJGROESA-N
137706513	DOAKLVKFURWEDJ-JSBMIFCTSA-N
137706622	XRWSZZJLZRKHHD-WJNZDUMXSA-N
13789	UJVLDDZCTMKXJK-WNHSNXHDSA-N
137967122	XRWSZZJLZRKHHD-LAVQTREISA-N
137	ZGXJTSGNIOSYLO-UHFFFAOYSA-N
13804	RZZPDXZPRHQOCG-OJAKKHQRSA-N
13805	RZZPDXZPRHQOCG-OJAKKHQRSA-O
138107728	DEQANNDTNATYII-JPZSUCLZSA-N
138107776	KASDHRXLYQOAKZ-FQJHZKMHSA-N
138107784	DMUAPQTXSSNEDD-PIIWODKJSA-N
138107815	WLOHNSSYAXHWNR-CJWOBUFRSA-N
138107851	LJOQGZACKSYWCH-MOZZUYQBSA-N
138376495	DBPPRLRVDVJOCL-UHFFFAOYSA-N
138393800	PUDHBTGHUJUUFI-MDICWYLLSA-N
138393806	NCXMLFZGDNKEPB-BLAUMZRKSA-N
138394057	HTQBXNHDCUEHJF-JHBIHAKISA-N
138394205	JHVAMHSQVVQIOT-ZMSNMORZSA-N
138394206	JYIKNQVWKBUSNH-LAZAGNLISA-N
138402789	ZLXVPLLPWXXNKW-LZVBVRJLSA-K
138402869	IRPYFWIZKIOHQN-XTZHGVARSA-N
138402871	LJVAJPDWBABPEJ-WMGYHEQLSA-N
138403271	ZSJLQEPLLKMAKR-IZIXOJRVSA-N
138403272	VQOXZBDYSJBXMA-DIJMFWDCSA-N
138403275	NCXMLFZGDNKEPB-GXBVESRASA-N
138404395	WDZCUPBHRAEYDL-YUUOHQKVSA-N
13854106	FIQOFIRCTOWDOW-CMKODMSKSA-N
138756125	NGGMYCMLYOUNGM-LVAICMLUSA-N
139030973	FDJOLVPMNUYSCM-UVKKECPRSA-L
139031013	YZBLFMPOMVTDJY-LRWNSQJFSA-N
139033164	DBPPRLRVDVJOCL-FQRUVTKNSA-N
139033579	DFDCDQDATCDZSO-OUCXYWSSSA-L
13916	QJBZDBLBQWFTPZ-UHFFFAOYSA-N
139292184	HFTSMHTWUFCYMJ-UHFFFAOYSA-N
139586083	JYIKNQVWKBUSNH-HDVLJZKUSA-N
139592915	RXZBMPWDPOLZGW-WYFVQUELSA-N
139595263	HMLGSIZOMSVISS-UHFFFAOYSA-N
139600825	FIBJDTSHOUXTKV-UHFFFAOYSA-N
14030006	ZEMPKEQAKRGZGQ-AAKVHIHISA-N
14052	AEUTYOVWOVBAKS-UWVGGRQHSA-N
14113	DAFOCGYVTAOKAJ-UHFFFAOYSA-N
14130	LIAWQASKBFCRNR-UHFFFAOYSA-N
14179008	VHVPQPYKVGDNFY-DFMJLFEVSA-N
14179013	VHVPQPYKVGDNFY-TUJWMRSMSA-N
14190	SIXLXDIJGIWWFU-UHFFFAOYSA-N
14250	CXRFDZFCGOPDTD-UHFFFAOYSA-M
14251	GLFDLEXFOHUASB-UHFFFAOYSA-N
14257660	MUNMIGOEDGHVLE-LGYYRGKSSA-N
14381	HVZGHKKROPCBDE-UHFFFAOYSA-L
14457	FRHBOQMZUOWXQL-UHFFFAOYSA-K
14476155	UKTAZPQNNNJVKR-UDXKHGJESA-N
145068	MWUXSHHQAYIFBG-UHFFFAOYSA-N
14520	NRFJZTXWLKPZAV-UHFFFAOYSA-N
145705666	OFHCOWSQAMBJIW-LBIHCTTISA-N
145705670	JWUBBDSIWDLEOM-YVMQVMBFSA-N
145705856	OFHCOWSQAMBJIW-QRWUUZNISA-N
145705876	BVISQZFBLRSESR-UHFFFAOYSA-N
145705915	ZFLASALABLFSNM-AZCDKEHOSA-L
145705976	WMSYWJSZGVOIJW-JVZBCHNCSA-L
145705978	APADFLLAXHIMFU-VBSMQBQQSA-L
145705980	KPVIXBKIJXZQJX-VJBAKPRMSA-N
145712265	CBPNZQVSJQDFBE-GOFCWFHQSA-N
14584	IKFBPFGUINLYQI-UHFFFAOYSA-N
14592	OJCPSBCUMRIPFL-UHFFFAOYSA-N
145994621	PZBPHYLKIMOZPR-ZWIFOJARSA-K
146014417	YOZNUFWCRFCGIH-UHFFFAOYSA-K
146018922	IFGIYSGOEZJNBE-TUZCANNNSA-N
146025948	AHPWLYJHTFAWKI-UHFFFAOYSA-K
146027575	ZPNFWUPYTFPOJU-VKTQZXOTSA-N
146036893	OBZHEBDUNPOCJG-KNJYOZPASA-N
146156144	VQOXZBDYSJBXMA-VSBJOVSVSA-N
146156229	DOMHWKQEPDYUQX-VOPWRQQLSA-N
146156970	DQOCFCZRZOAIBN-AZCDKEHOSA-L
146157034	KASDHRXLYQOAKZ-CUMYOKFYSA-N
146157093	CEAZRRDELHUEMR-NWNXOGAHSA-N
146157736	CFCUWKMKBJTWLW-YAJTXQEVSA-N
146158448	LQCLVBQBTUVCEQ-ISONCDLBSA-N
146158698	DMUAPQTXSSNEDD-JEGKQYGHSA-N
146158817	IUWKNLFTJBHTSD-BLJKDTPWSA-N
146158974	LAHDERDHXJFFJU-GSFKCMTBSA-N
146159039	XQCGNURMLWFQJR-HKZKXMALSA-N
146159143	FBTUMDXHSRTGRV-GWNGYSIYSA-N
146159353	WLOHNSSYAXHWNR-JVAQEMLDSA-N
146159466	ILYCWAKSDCYMBB-MBDMRWRFSA-N
146159550	AZSNMRSAGSSBNP-GXYQGZGZSA-N
146159596	SXYIRMFQILZOAM-OVYOIAOHSA-N
146159711	NCXMLFZGDNKEPB-SUGHSYGTSA-N
146160078	FIHJKUPKCHIPAT-MFMTXCBGSA-N
146160179	JTZZSQYMACOLNN-ZMKZURCUSA-N
146160312	BIDNLKIUORFRQP-FMKQPIRPSA-N
146160332	PZTCVADFMACKLU-DLZPWSDRSA-N
14652	VSLIUWLPFRVCDL-UHFFFAOYSA-N
146570	WSEQXVZVJXJVFP-FQEVSTJZSA-N
146674658	DMUAPQTXSSNEDD-FBQCDNAFSA-N
146674665	PBGKTOXHQIOBKM-FVSQSDTGSA-N
14670	JTTAUPUMOLRVRA-UHFFFAOYSA-N
14677	HTMIBDQKFHUPSX-UHFFFAOYSA-N
14707	ZQHYKVKNPWDQSL-UHFFFAOYSA-N
14724482	QURWXBZNHXJZBE-UHFFFAOYSA-N
14754	GEKBIENFFVFKRG-UHFFFAOYSA-L
14788250	MFWNKCLOYSRHCJ-ZIAGYGMSSA-N
148121	OGSBUKJUDHAQEA-WMCAAGNKSA-N
148124	ZDZOTLJHXYCWBA-VCVYQWHSSA-N
148191	CBPNZQVSJQDFBE-UHFFFAOYSA-N
148192	AXRYRYVKAWYZBR-GASGPIRDSA-N
14888	QTLQKAJBUDWPIB-UHFFFAOYSA-N
149096	GSDSWSVVBLHKDQ-JTQLQIEISA-N
14960	VQOXZBDYSJBXMA-DZCKSEKHSA-N
14969	MYPYJXKWCTUITO-LYRMYLQWSA-N
14982	LPLVUJXQOOQHMX-QWBHMCJMSA-N
15004	KEJXLQUPYHWCNM-UHFFFAOYSA-N
15020	UXYRZJKIQKRJCF-TZPFWLJSSA-N
150311	OLNTVTPDXPETLC-XPWALMASSA-N
150610	JUZNIMUFDBIJCM-ANEDZVCMSA-N
151075	QEFAQIPZVLVERP-UHFFFAOYSA-N
151166	KHPKQFYUPIUARC-UHFFFAOYSA-N
151171	IKENVDNFQMCRTR-UHFFFAOYSA-N
15130	XBMIVRRWGCYBTQ-AVRDEDQJSA-N
151383	ZVGNESXIJDCBKN-UHFFFAOYSA-N
15139	IRYFCWPNDIUQOW-UHFFFAOYSA-N
15209	POPFMWWJOGLOIF-XWCQMRHXSA-N
15218527	WHRZCXAVMTUTDD-UHFFFAOYSA-N
15224271	JHVAMHSQVVQIOT-UHFFFAOYSA-N
152743198	JHVAMHSQVVQIOT-QZNDWXLFSA-N
152743316	OAJLVMGLJZXSGX-UWWAPWIJSA-M
152743320	DQOCFCZRZOAIBN-BYFNXCQMSA-M
152743321	FDJOLVPMNUYSCM-BYFNXCQMSA-M
152743329	RCINICONZNJXQF-QWZZYFJGSA-N
152743428	NCXMLFZGDNKEPB-VFQJDFECSA-N
152772378	CBPNZQVSJQDFBE-LGVPMJLXSA-N
152946	FABPRXSRWADJSP-MEDUHNTESA-N
153274061	JQXXHWHPUNPDRT-CRICWPABSA-N
153274329	ACTOXUHEUCPTEW-IWJSIHOMSA-N
153311	STECJAGHUSJQJN-MKXJHAPZSA-N
153640463	YZBLFMPOMVTDJY-HFVHDGGLSA-N
15376	RXPRRQLKFXBCSJ-GIVPXCGWSA-N
15387	DKMFBWQBDIGMHM-UHFFFAOYSA-N
153921	HZHFFEYYPYZMNU-UHFFFAOYSA-K
153994	KPBZROQVTHLCDU-UHFFFAOYSA-N
154059	FBOUYBDGKBSUES-VXKWHMMOSA-N
154101	DUGOZIWVEXMGBE-CHWSQXEVSA-N
154234	XRQDFNLINLXZLB-CKIKVBCHSA-N
154257	UCJGJABZCDBEDK-UHFFFAOYSA-N
154413	XZEUAXYWNKYKPL-URLMMPGGSA-N
154417	RKUNBYITZUJHSG-VFSICIBPSA-N
154573744	ZPDFIIGFYAHNSK-CTHHTMFSSA-K
154574495	OHRURASPPZQGQM-QPJBHPOGSA-N
154575198	CBPNZQVSJQDFBE-NUTFMQKQSA-N
154701576	JHVAMHSQVVQIOT-DJLNKZBGSA-N
154701710	JWUBBDSIWDLEOM-RVKISOCQSA-N
154701814	OAJLVMGLJZXSGX-YKRUXZDWSA-L
154701841	ILYCWAKSDCYMBB-MZEYWERNSA-N
154723937	BORPZMADSROWAJ-UHFFFAOYSA-N
154723946	BIDNLKIUORFRQP-KKDZQFHASA-N
154724046	LUSTYMNNBDCASM-UHFFFAOYSA-L
154728194	MXZROTBGJUUXID-UHFFFAOYSA-J
154730763	MAXBMUKIXLNXGX-AWEKESGGSA-N
154730834	LAHDERDHXJFFJU-ASFGTCIHSA-N
154730852	PZTCVADFMACKLU-RKCBBFCZSA-N
154730908	QGGPRJRKWYRGKR-UHFFFAOYSA-M
154731039	RZPAKFUAFGMUPI-DDSISPHDSA-N
154731068	VQOXZBDYSJBXMA-JKMCSYCMSA-N
154731980	WHRODDIHRRDWEW-XJDGUENZSA-N
154734381	PUDHBTGHUJUUFI-ORRQWYTFSA-N
1547484	DERZBLKQOCDDDZ-JLHYYAGUSA-N
154825546	YZBLFMPOMVTDJY-JLOCULIASA-N
154825551	JQXXHWHPUNPDRT-BEIJNRKESA-N
1548887	MLKXDPUZXIRXEP-MFOYZWKCSA-N
1548942	YKPUWZUDDOIDPM-VURMDHGXSA-N
1548943	YKPUWZUDDOIDPM-SOFGYWHQSA-N
1548953	GKIRPKYJQBWNGO-OCEACIFDSA-N
1548955	GKIRPKYJQBWNGO-QPLCGJKRSA-N
1548972	FJLGEFLZQAZZCD-JUFISIKESA-N
1548994	SEBFKMXJBCUCAI-WAABAYLZSA-N
1549000	ZKLPARSLTMPFCP-OAQYLSRUSA-N
1549008	DOMXUEMWDBAQBQ-WEVVVXLNSA-N
1549158	ANZIOUQAFBXNHU-UHFFFAOYSA-N
1549781	ANJTVLIZGCUXLD-RKDXNWHRSA-N
1550101	PIPAJLPNWZMYQA-WFVVYAPDSA-N
1550874	OSCTXCOERRNGLW-VOTSOKGWSA-N
155292829	UGHHNQFYEVOFIV-VRDMTWHKSA-O
15541	UNFWWIHTNXNPBV-WXKVUWSESA-N
15558638	ZCVAOQKBXKSDMS-AQYZNVCMSA-N
15574941	ODFHGIPNGIAMDK-NJBDSQKTSA-N
15575651	ZFLASALABLFSNM-ATSHILDLSA-L
155774	DXPOSRCHIDYWHW-UHFFFAOYSA-N
155802509	ZPDFIIGFYAHNSK-FUISWZMFSA-K
155903168	ZWBTYMGEBZUQTK-RJXVFRDQSA-N
155903675	GFSPKZNFROVOEB-YYLIZZNMSA-N
155903687	MUQUYTSLDVKIOF-JGNNFNAWSA-N
155903698	OYVAGSVQBOHSSS-WMBAVFRVSA-O
155903721	DQOCFCZRZOAIBN-WZHZPDAFSA-M
155903738	DEQANNDTNATYII-XZNMVFOCSA-N
155903745	FNPXMHRZILFCKX-HGVFMWMISA-N
155903755	WHRODDIHRRDWEW-WXUQZJQRSA-N
155907170	GFSPKZNFROVOEB-CTHHTMFSSA-N
156252	FIHJKUPKCHIPAT-HXMLZIBGSA-N
156375	ISEHJSHTIVKELA-DCWJVSPSSA-N
156391	CMWTZPSULFXXJA-VIFPVBQESA-N
156419	VDHAWDNDOKGFTD-MRXNPFEDSA-N
15684	DBHODFSFBXJZNY-UHFFFAOYSA-N
157355	VQHSOMBJVWLPSR-JVCRWLNRSA-N
157443	IGLHHEWLHQOTJM-IEOVAKBOSA-N
157688	NMDYYWFGPIMTKO-ZSRSGXGDSA-N
15789	IYLLULUTZPKQBW-UHFFFAOYSA-N
157920	WGFOBBZOWHGYQH-MXHNKVEKSA-N
157922	YUUAYBAIHCDHHD-UHFFFAOYSA-N
15814656	ZPDFIIGFYAHNSK-UHFFFAOYSA-K
158536	GFSTXYOTEVLASN-UHFFFAOYSA-K
159055	DSSYKIVIOFKYAU-XCBNKYQSSA-N
15907	GEGSSUSEWOHAFE-UHFFFAOYSA-N
159269	IQFYYKKMVGJFEH-CSMHCCOUSA-N
15939859	SLRCCWJSBJZJBV-XGUBFFRZSA-N
1593	JWUBBDSIWDLEOM-UHFFFAOYSA-N
15950376	VVECGOCJFKTUAX-HUYCHCPVSA-N
15951529	WXCXUHSOUPDCQV-UHFFFAOYSA-N
15953900	GGIDWJQWCUJYRY-UHFFFAOYSA-L
159729	TZGKQIBPZOZAKF-PJLVGBPESA-N
15979285	FEOBXHIFUYOHBP-KPTOQMEFSA-N
15981397	BFDBKMOZYNOTPK-UHFFFAOYSA-N
16004692	JGCMEBMXRHSZKX-UHFFFAOYSA-N
160051	VTAKZNRDSPNOAU-UHFFFAOYSA-M
16007393	KRWPPVCZNGQQHZ-IINIBMQSSA-N
160134	CXQGFLBVUNUQIA-UHFFFAOYSA-N
160243	QTSXMEPZSHLZFF-UHFFFAOYSA-M
16045195	FNDVKMABQZJHKI-GMDKYCAISA-N
16051933	NFLWUMRGJYTJIN-NXBWRCJVSA-N
16051945	JYIKNQVWKBUSNH-IOWAMHHWSA-N
16051947	KASDHRXLYQOAKZ-ZPSXYTITSA-N
16056828	DQOCFCZRZOAIBN-WZHZPDAFSA-L
16058	UMILHIMHKXVDGH-UHFFFAOYSA-N
16076883	XRWSZZJLZRKHHD-WVWIJVSJSA-N
16078	CYQFCXCEBYINGO-IAGOWNOFSA-N
16088037	IFGIYSGOEZJNBE-LHJYHSJWSA-N
160883	YBCNXCRZPWQOBR-MWGADRMYSA-N
16089914	IFGIYSGOEZJNBE-NQMNLMSRSA-N
16098	NSFYKDVWNTWJOK-UHFFFAOYSA-K
16102132	NCXMLFZGDNKEPB-MWASNUMXSA-N
16119814	JYIKNQVWKBUSNH-WVDDFWQHSA-N
16124688	CSKDFZIMJXRJGH-VWLPUNTISA-N
16129620	WGWPRVFKDLAUQJ-UHFFFAOYSA-N
16129629	DOAKLVKFURWEDJ-OFNKPWESSA-N
16129632	VHFGEBVPHAGQPI-MYYQHNLBSA-N
16129675	YRALAIOMGQZKOW-HYAOXDFASA-N
16129681	NHXLMOGPVYXJNR-UHFFFAOYSA-N
16129688	DOAKLVKFURWEDJ-UHFFFAOYSA-N
16129703	XYWBJDRHGNULKG-OUMQNGNKSA-N
16129704	OIRCOABEOLEUMC-GEJPAHFPSA-N
16129706	NHXLMOGPVYXJNR-ATOGVRKGSA-N
16130140	ZWCXYZRRTRDGQE-SORVKSEFSA-N
