,sig_id
643,ISO002_MCF10A.TP53.M.KRAS.HG_24H:B14
644,ISO002_HCT116.TP53.HR_24H:B18
645,ISO002_HCT116.WT_24H:B14
646,ISO002_MCF10A.KRAS.HG_24H:B18
647,ISO002_MCF10A.EGFR.HL_24H:B14
648,ISO002_MCF10A.EGFR.HL_24H:B15
649,ISO002_HCT116.TP53.HR_24H:B16
650,ISO002_HCT116.TP53.HR_24H:B15
651,ISO002_HCT116.TP53.M_24H:B15
652,ISO002_MCF10A.KRAS.HG_24H:B17
653,ISO002_HCT116.TP53.HR_24H:B13
654,ISO002_MCF10A.EGFR.HL_24H:B16
655,ISO002_MCF10A.WTLP_24H:B18
656,ISO002_HCT116.WT_24H:B16
657,ISO002_MCF10A.TP53.M.EGFR.HL_24H:B14
658,ISO002_MCF10A.TP53.M.EGFR.HL_24H:B16
659,ISO002_HCT116.TP53.M_24H:B16
660,ISO002_MCF10A.KRAS.HG_24H:B15
661,ISO002_MCF10A.WTLP_24H:B13
662,ISO002_MCF10A.KRAS.HG_24H:B16
663,MUC.CP008_HA1E_24H:B15
664,MUC.CP008_HA1E_24H:B14
665,MUC.CP008_MCF7_24H:B18
666,MUC.CP008_HA1E_24H:B16
667,MUC.CP008_MCF7_24H:B13
668,MUC.CP008_MCF7_24H:B14
669,MUC.CP008_HA1E_24H:B17
670,MUC.CP008_HA1E_24H:B18
671,MUC.CP008_P1A82_24H:B15
672,MUC.CP008_P1A82_24H:B13
673,MUC.CP008_P1A82_24H:B18
674,MUC.CP008_MCF7_24H:B15
675,MUC.CP008_HA1E_24H:B13
676,MUC.CP008_MCF7_24H:B17
677,MUC.CP008_P1A82_24H:B16
678,MUC.CP008_P1A82_24H:B17
679,MUC.CP008_MCF7_24H:B16
680,MUC.CP008_P1A82_24H:B14
681,PAC001_U2OS_6H:BRD-K77771411-003-03-2:10
682,REP.B008_MCF10A_24H:H07
683,REP.A008_A375_24H:H12
684,REP.B008_YAPC_24H:H10
685,REP.B008_HA1E_24H:H12
686,REP.B008_MCF7_24H:H09
687,REP.A008_A375_24H:H09
688,REP.A008_YAPC_24H:H12
689,REP.B008_MDAMB231_24H:H07
690,REP.B008_MDAMB231_24H:H08
691,REP.B008_JURKAT_24H:H09
692,REP.B008_PC3_24H:H12
693,REP.B008_JURKAT_24H:H12
694,REP.B008_THP1_24H:H07
695,REP.A008_MCF7_24H:H11
696,REP.A008_HA1E_24H:H07
697,REP.A008_HT29_24H:H10
698,REP.B008_HA1E_24H:H11
699,REP.B008_A375_24H:H12
700,REP.A008_MCF7_24H:H09
701,REP.A008_HA1E_24H:H10
702,REP.A008_HELA_24H:H08
703,REP.B008_A549_24H:H11
704,REP.B008_YAPC_24H:H08
705,REP.B008_HELA_24H:H10
706,REP.B008_HT29_24H:H12
707,REP.B008_THP1_24H:H09
708,REP.B008_HELA_24H:H12
709,REP.A008_PC3_24H:H07
710,REP.B008_THP1_24H:H12
711,REP.A008_YAPC_24H:H10
712,REP.B008_MCF10A_24H:H09
713,REP.B008_PC3_24H:H09
714,REP.B008_YAPC_24H:H11
715,REP.B008_PC3_24H:H08
716,REP.A008_YAPC_24H:H07
717,REP.B008_MCF7_24H:H11
718,REP.B008_HA1E_24H:H07
719,REP.B008_MCF7_24H:H12
720,REP.A008_YAPC_24H:H08
721,REP.A008_PC3_24H:H08
722,REP.B008_A375_24H:H09
723,REP.A008_HT29_24H:H08
724,REP.B008_JURKAT_24H:H07
725,REP.B008_A375_24H:H08
726,REP.B008_THP1_24H:H11
727,REP.B008_YAPC_24H:H12
728,REP.B008_PC3_24H:H07
729,REP.B008_JURKAT_24H:H10
730,REP.A008_PC3_24H:H10
731,REP.A008_HELA_24H:H10
732,REP.A008_PC3_24H:H11
733,REP.B008_YAPC_24H:H09
734,REP.B008_HT29_24H:H09
735,REP.A008_HELA_24H:H09
736,REP.A008_HELA_24H:H11
737,REP.B008_A549_24H:H07
738,REP.B008_MDAMB231_24H:H09
739,REP.B008_A375_24H:H11
740,REP.A008_A375_24H:H11
741,REP.B008_A549_24H:H10
742,REP.A008_HELA_24H:H07
743,REP.B008_A549_24H:H08
744,REP.B008_MCF10A_24H:H11
745,REP.B008_HT29_24H:H08
746,REP.A008_HA1E_24H:H09
747,REP.B008_HA1E_24H:H09
748,REP.B008_JURKAT_24H:H11
749,REP.B008_MCF7_24H:H07
750,REP.A008_PC3_24H:H12
751,REP.B008_MCF10A_24H:H10
752,REP.A008_A375_24H:H10
753,REP.A008_HT29_24H:H12
754,REP.B008_HA1E_24H:H10
755,REP.B008_THP1_24H:H10
756,REP.A008_MCF7_24H:H07
757,REP.A008_HT29_24H:H07
758,REP.B008_HA1E_24H:H08
759,REP.B008_HELA_24H:H07
760,REP.B008_PC3_24H:H11
761,REP.B008_HEK293_24H:H11
762,REP.B008_JURKAT_24H:H08
763,REP.B008_A375_24H:H10
764,REP.B008_MCF7_24H:H10
765,REP.B008_HEK293_24H:H08
766,REP.B008_MCF7_24H:H08
767,REP.B008_YAPC_24H:H07
768,REP.A008_YAPC_24H:H11
769,REP.A008_MCF7_24H:H08
770,REP.B008_A549_24H:H12
771,REP.A008_HT29_24H:H09
772,REP.A008_HA1E_24H:H11
773,REP.B008_HEK293_24H:H10
774,REP.B008_HT29_24H:H11
775,REP.B008_MDAMB231_24H:H11
776,REP.B008_HEK293_24H:H09
777,REP.B008_HT29_24H:H10
778,REP.B008_HT29_24H:H07
779,REP.A008_A375_24H:H08
780,REP.B008_HEK293_24H:H07
781,REP.A008_HA1E_24H:H12
782,REP.B008_HELA_24H:H08
783,REP.B008_MCF10A_24H:H12
784,REP.B008_MCF10A_24H:H08
785,REP.B008_A549_24H:H09
786,REP.B008_HEK293_24H:H12
787,REP.B008_THP1_24H:H08
788,REP.A008_MCF7_24H:H12
789,REP.A008_HT29_24H:H11
790,REP.B008_HELA_24H:H09
791,REP.A008_HELA_24H:H12
792,REP.B008_MDAMB231_24H:H10
793,REP.B008_PC3_24H:H10
794,REP.B008_HELA_24H:H11
795,REP.A008_A375_24H:H07
796,REP.B008_MDAMB231_24H:H12
797,REP.A008_MCF7_24H:H10
798,REP.A008_PC3_24H:H09
799,REP.B008_A375_24H:H07
800,REP.A008_HA1E_24H:H08
801,REP.A008_YAPC_24H:H09
802,MOAR011_MDAMB468_24H:I11
803,MOAR011_NCIH838_24H:I10
804,MOAR011_NCIH2110_24H:I12
805,MOAR011_SKES1_24H:I10
806,MOAR011_HEC1A_24H:I12
807,MOAR011_A204_24H:I10
808,MOAR011_22RV1_24H:I11
809,MOAR011_SKES1_24H:I11
810,MOAR011_SKES1_24H:I12
811,MOAR011_SNU407_24H:I11
812,MOAR011_NCIH2110_24H:I10
813,MOAR011_HEC108_24H:I12
814,MOAR011_NCIH838_24H:I11
815,MOAR011_OVTOKO_24H:I12
816,MOAR011_SNU407_24H:I12
817,MOAR011_HEC1A_24H:I11
818,MOAR011_22RV1_24H:I12
819,MOAR011_T47D_24H:I10
820,MOAR011_MELHO_24H:I10
821,MOAR011_HEC265_24H:I12
822,MOAR011_T47D_24H:I11
823,MOAR011_GI1_24H:I12
824,MOAR011_MELHO_24H:I11
825,MOAR011_MELHO_24H:I12
826,MOAR011_HEC251_24H:I10
827,MOAR011_SH4_24H:I11
828,MOAR011_NCIH1573_24H:I10
829,MOAR011_HEC251_24H:I11
830,MOAR011_BEN_24H:I11
831,MOAR011_CJM_24H:I12
832,MOAR011_A204_24H:I11
833,MOAR011_HEC265_24H:I10
834,MOAR011_NCIH1573_24H:I12
835,MOAR011_CAL29_24H:I11
836,MOAR011_MDAMB468_24H:I10
837,MOAR011_HCC95_24H:I11
838,MOAR011_HEC108_24H:I11
839,MOAR011_HCC95_24H:I10
840,MOAR011_22RV1_24H:I10
841,MOAR011_IGR37_24H:I12
842,MOAR011_SH4_24H:I10
843,MOAR011_A204_24H:I12
844,MOAR011_OVTOKO_24H:I11
845,MOAR011_JHH5_24H:I11
846,MOAR011_HEC251_24H:I12
847,MOAR011_GI1_24H:I11
848,MOAR011_HEC108_24H:I10
849,MOAR011_BEN_24H:I10
850,MOAR011_OVTOKO_24H:I10
851,MOAR011_NCIH2110_24H:I11
852,MOAR011_HCC95_24H:I12
853,MOAR011_HEC1A_24H:I10
854,MOAR011_SH4_24H:I12
855,MOAR011_MDAMB468_24H:I12
856,MOAR011_JHH5_24H:I10
857,MOAR011_IGR37_24H:I10
858,MOAR011_IGR37_24H:I11
859,MOAR011_JHH5_24H:I12
860,MOAR011_GI1_24H:I10
861,MOAR011_HEC265_24H:I11
862,MOAR011_BC3C_24H:I10
863,MOAR011_SNU407_24H:I10
864,MOAR011_CAL29_24H:I10
865,MOAR011_CAL29_24H:I12
866,MOAR011_NCIH838_24H:I12
867,MOAR011_T47D_24H:I12
868,MOAR011_NCIH1573_24H:I11
869,MOAR011_CJM_24H:I10
870,MOAR011_BEN_24H:I12
871,CPD001_MCF7_24H:BRD-K73109821-001-14-4:10
872,CPD001_MCF7_6H:A16
873,CPD001_PC3_24H:BRD-K73109821-001-14-4:10
874,LIVB001_HUH7_72H:L04
875,CPC002_HCC515_24H:BRD-K73109821-001-08-6:10
876,CPC011_A549_6H:BRD-K73109821-001-16-9:10
877,CPC011_HA1E_6H:BRD-K73109821-001-16-9:10
878,CPC002_VCAP_24H:BRD-K73109821-001-08-6:10
879,CPC002_HA1E_24H:BRD-K73109821-001-08-6:10
880,CPC002_PC3_24H:BRD-K73109821-001-08-6:10
881,CPC018_HT29_6H:BRD-K73109821-001-10-2:10
882,CPC018_NPC_24H:BRD-K73109821-001-10-2:10
883,CPC018_HEPG2_6H:BRD-K73109821-001-10-2:10
884,CPC011_A375_6H:BRD-K73109821-001-16-9:10
885,CPC011_PC3_6H:BRD-K73109821-001-16-9:10
886,CPC011_VCAP_24H:BRD-K73109821-001-16-9:10
887,CPC018_A549_24H:BRD-K73109821-001-10-2:10
888,CPC002_VCAP_6H:BRD-K73109821-001-08-6:10
889,CPC002_PC3_6H:BRD-K73109821-001-08-6:10
890,CPC011_A549_24H:BRD-K73109821-001-16-9:10
891,CPC018_A375_6H:BRD-K73109821-001-10-2:10
892,CPC011_MCF7_6H:BRD-K73109821-001-16-9:10
893,CPC018_ASC_24H:BRD-K73109821-001-10-2:10
894,CPC018_PHH_24H:BRD-K73109821-001-10-2:10
895,CPC018_MCF7_24H:BRD-K73109821-001-10-2:10
896,CPC018_MCF7_6H:BRD-K73109821-001-10-2:10
897,CPC011_MCF7_24H:BRD-K73109821-001-16-9:10
898,CPC011_PC3_24H:BRD-K73109821-001-16-9:10
899,CPC002_HA1E_6H:BRD-K73109821-001-08-6:10
900,CPC018_A549_6H:BRD-K73109821-001-10-2:10
901,CPC011_VCAP_6H:BRD-K73109821-001-16-9:10
902,CPC002_HCC515_6H:BRD-K73109821-001-08-6:10
903,CPC011_HT29_6H:BRD-K73109821-001-16-9:10
904,CPC018_SKB_24H:BRD-K73109821-001-10-2:10
905,PAC001_U2OS_6H:BRD-K73109821-001-05-2:21.6759
906,REP.B023_A375_24H:P20
907,REP.A023_HEK293_24H:P21
908,REP.B023_A375_24H:P22
909,REP.A023_HELA_24H:P19
910,REP.A023_A375_24H:P22
911,REP.B023_MCF7_24H:P23
912,REP.A023_HEK293_24H:P22
913,REP.A023_MCF10A_24H:P19
914,REP.B023_PC3_24H:P21
915,REP.A023_HELA_24H:P23
916,REP.B023_MCF7_24H:P24
917,REP.B023_MCF10A_24H:P24
918,REP.A023_HA1E_24H:P23
919,REP.A023_MCF7_24H:P21
920,REP.B023_A549_24H:P21
921,REP.A023_THP1_24H:P21
922,REP.A023_HELA_24H:P20
923,REP.A023_HEK293_24H:P19
924,REP.B023_MCF7_24H:P19
925,REP.B023_THP1_24H:P21
926,REP.B023_HT29_24H:P22
927,REP.A023_MCF10A_24H:P20
928,REP.B023_JURKAT_24H:P20
929,REP.A023_HA1E_24H:P19
930,REP.B023_A375_24H:P24
931,REP.B023_MCF10A_24H:P20
932,REP.A023_MCF7_24H:P20
933,REP.B023_A375_24H:P21
934,REP.A023_JURKAT_24H:P21
935,REP.A023_HT29_24H:P22
936,REP.A023_HEK293_24H:P20
937,REP.A023_JURKAT_24H:P22
938,REP.B023_HA1E_24H:P23
939,REP.A023_PC3_24H:P24
940,REP.A023_MDAMB231_24H:P21
941,REP.A023_A375_24H:P23
942,REP.B023_HELA_24H:P23
943,REP.B023_HA1E_24H:P20
944,REP.B023_JURKAT_24H:P23
945,REP.B023_THP1_24H:P24
946,REP.B023_MCF10A_24H:P22
947,REP.A023_MDAMB231_24H:P20
948,REP.B023_HT29_24H:P19
949,REP.B023_PC3_24H:P19
950,REP.A023_A375_24H:P24
951,REP.A023_MCF10A_24H:P22
952,REP.B023_THP1_24H:P20
953,REP.B023_HA1E_24H:P21
954,REP.B023_HELA_24H:P21
955,REP.B023_HT29_24H:P20
956,REP.B023_MDAMB231_24H:P23
957,REP.A023_PC3_24H:P20
958,REP.A023_MCF10A_24H:P21
959,REP.B023_THP1_24H:P23
960,REP.A023_JURKAT_24H:P20
961,REP.B023_MDAMB231_24H:P21
962,REP.B023_HELA_24H:P20
963,REP.B023_MCF10A_24H:P19
964,REP.A023_HT29_24H:P20
965,REP.A023_THP1_24H:P20
966,REP.B023_YAPC_24H:P22
967,REP.A023_THP1_24H:P23
968,REP.A023_PC3_24H:P21
969,REP.B023_A549_24H:P24
970,REP.A023_MCF10A_24H:P24
971,REP.A023_HT29_24H:P21
972,REP.A023_HEK293_24H:P23
973,REP.A023_HT29_24H:P23
974,REP.A023_MDAMB231_24H:P19
975,REP.A023_A375_24H:P20
976,REP.A023_A549_24H:P20
977,REP.A023_A549_24H:P19
978,REP.A023_JURKAT_24H:P19
979,REP.B023_JURKAT_24H:P19
980,REP.B023_HEK293_24H:P23
981,REP.A023_HA1E_24H:P22
982,REP.A023_HA1E_24H:P21
983,REP.B023_MDAMB231_24H:P20
984,REP.A023_HELA_24H:P24
985,REP.B023_PC3_24H:P20
986,REP.B023_A549_24H:P22
987,REP.A023_YAPC_24H:P22
988,REP.B023_A549_24H:P23
989,REP.B023_MCF10A_24H:P21
990,REP.A023_PC3_24H:P23
991,REP.B023_YAPC_24H:P24
992,REP.B023_MCF7_24H:P22
993,REP.B023_PC3_24H:P22
994,REP.B023_HA1E_24H:P22
995,REP.B023_HUVEC.A_24H:P20
996,REP.B023_HEK293_24H:P22
997,REP.A023_MDAMB231_24H:P24
998,REP.A023_MDAMB231_24H:P23
999,REP.A023_YAPC_24H:P19
1000,REP.A023_THP1_24H:P19
1001,REP.B023_JURKAT_24H:P24
1002,REP.A023_HELA_24H:P21
1003,REP.A023_MCF7_24H:P24
1004,REP.A023_MCF7_24H:P22
1005,REP.B023_HEK293_24H:P20
1006,REP.B023_A549_24H:P19
1007,REP.B023_MCF10A_24H:P23
1008,REP.B023_HELA_24H:P24
1009,REP.B023_HELA_24H:P19
1010,REP.A023_A375_24H:P19
1011,REP.B023_HELA_24H:P22
1012,REP.B023_HEK293_24H:P19
1013,REP.B023_JURKAT_24H:P21
1014,REP.A023_HA1E_24H:P24
1015,REP.B023_HA1E_24H:P24
1016,REP.A023_MDAMB231_24H:P22
1017,REP.B023_THP1_24H:P22
1018,REP.B023_PC3_24H:P24
1019,REP.B023_YAPC_24H:P21
1020,REP.A023_MCF7_24H:P19
1021,REP.B023_HT29_24H:P21
1022,REP.B023_HUVEC.A_24H:P22
1023,REP.B023_HUVEC.A_24H:P24
1024,REP.A023_A549_24H:P23
1025,REP.B023_YAPC_24H:P19
1026,REP.B023_HUVEC.A_24H:P19
1027,REP.A023_HELA_24H:P22
1028,REP.A023_YAPC_24H:P21
1029,REP.A023_YAPC_24H:P24
1030,REP.A023_JURKAT_24H:P24
1031,REP.A023_A549_24H:P22
1032,REP.A023_THP1_24H:P24
1033,REP.B023_HUVEC.A_24H:P21
1034,REP.B023_HT29_24H:P23
1035,REP.A023_A549_24H:P24
1036,REP.A023_HT29_24H:P19
1037,REP.A023_MCF10A_24H:P23
1038,REP.B023_YAPC_24H:P23
1039,REP.B023_HT29_24H:P24
1040,REP.B023_JURKAT_24H:P22
1041,REP.A023_PC3_24H:P22
1042,REP.A023_A375_24H:P21
1043,REP.A023_HA1E_24H:P20
1044,REP.B023_MCF7_24H:P21
1045,REP.A023_YAPC_24H:P23
1046,REP.B023_PC3_24H:P23
1047,REP.B023_A375_24H:P23
1048,REP.B023_HEK293_24H:P24
1049,REP.A023_HEK293_24H:P24
1050,REP.B023_HUVEC.A_24H:P23
1051,REP.A023_HT29_24H:P24
1052,REP.B023_MCF7_24H:P20
1053,REP.A023_MCF7_24H:P23
1054,REP.B023_THP1_24H:P19
1055,REP.B023_A549_24H:P20
1056,REP.B023_HA1E_24H:P19
1057,REP.B023_A375_24H:P19
1058,REP.B023_MDAMB231_24H:P22
1059,REP.A023_A549_24H:P21
1060,REP.B023_HEK293_24H:P21
1061,REP.B023_MDAMB231_24H:P19
1062,REP.A023_YAPC_24H:P20
1063,REP.A023_JURKAT_24H:P23
1064,REP.A023_PC3_24H:P19
1065,REP.A023_THP1_24H:P22
1066,REP.B023_MDAMB231_24H:P24
1067,REP.B023_YAPC_24H:P20
1068,CPD003_MCF7_6H:BRD-A13188892-066-16-5:10
1069,CPD003_PC3_6H:K17
1070,LIVB002_HUH7_72H:C20
1071,CPD003_PC3_24H:BRD-A13188892-066-16-5:10
1072,CPD003_MCF7_24H:K17
1073,CPC020_PC3_6H:BRD-A13188892-001-02-2:10
1074,CPC020_VCAP_6H:BRD-A13188892-001-02-2:10
1075,CPC020_MCF7_24H:BRD-A13188892-001-02-2:10
1076,CPC020_HT29_6H:BRD-A13188892-001-02-2:10
1077,CPC020_HA1E_6H:BRD-A13188892-001-02-2:10
1078,CPC020_A549_6H:BRD-A13188892-001-02-2:10
1079,CPC020_VCAP_24H:BRD-A13188892-001-02-2:10
1080,CPC020_A375_6H:BRD-A13188892-001-02-2:10
1081,CPC020_PC3_24H:BRD-A13188892-001-02-2:10
1082,CPC020_MCF7_6H:BRD-A13188892-001-02-2:10
1083,CPC020_HCC515_6H:BRD-A13188892-001-02-2:10
1084,PAC006_U2OS_6H:BRD-A13188892-066-03-3:3.65243
1085,REP.B010_A549_24H:H10
1086,REP.B010_HEK293_24H:H10
1087,REP.A010_MDAMB231_24H:H11
1088,REP.A010_HEK293_24H:H11
1089,REP.A010_THP1_24H:H07
1090,REP.A010_THP1_24H:H08
1091,REP.A010_THP1_24H:H10
1092,REP.A010_MDAMB231_24H:H12
1093,REP.B010_A375_24H:H07
1094,REP.B010_MCF10A_24H:H12
1095,REP.B010_MCF7_24H:H09
1096,REP.A010_MCF10A_24H:H11
1097,REP.A010_A549_24H:H10
1098,REP.A010_PC3_24H:H07
1099,REP.B010_HA1E_24H:H07
1100,REP.B010_JURKAT_24H:H12
1101,REP.A010_MCF10A_24H:H07
1102,REP.A010_A549_24H:H07
1103,REP.B010_THP1_24H:H10
1104,REP.B010_HT29_24H:H08
1105,REP.B010_PC3_24H:H07
1106,REP.B010_PC3_24H:H12
1107,REP.A010_HT29_24H:H09
1108,REP.A010_HEK293_24H:H09
1109,REP.A010_MCF7_24H:H07
1110,REP.A010_MDAMB231_24H:H07
1111,REP.A010_A375_24H:H10
1112,REP.A010_HA1E_24H:H08
1113,REP.B010_HA1E_24H:H11
1114,REP.B010_YAPC_24H:H08
1115,REP.A010_MCF7_24H:H08
1116,REP.B010_YAPC_24H:H09
1117,REP.B010_HELA_24H:H10
1118,REP.B010_HELA_24H:H08
1119,REP.A010_HT29_24H:H10
1120,REP.A010_MCF7_24H:H12
1121,REP.B010_MDAMB231_24H:H07
1122,REP.A010_HA1E_24H:H07
1123,REP.A010_THP1_24H:H09
1124,REP.A010_PC3_24H:H12
1125,REP.A010_A375_24H:H09
1126,REP.A010_HELA_24H:H09
1127,REP.B010_MCF7_24H:H11
1128,REP.A010_JURKAT_24H:H08
1129,REP.B010_JURKAT_24H:H09
1130,REP.B010_PC3_24H:H09
1131,REP.B010_A549_24H:H08
1132,REP.B010_YAPC_24H:H12
1133,REP.A010_A549_24H:H11
1134,REP.A010_MCF7_24H:H11
1135,REP.B010_HELA_24H:H12
1136,REP.A010_HELA_24H:H07
1137,REP.A010_HELA_24H:H10
1138,REP.B010_A375_24H:H11
1139,REP.B010_PC3_24H:H10
1140,REP.A010_A375_24H:H07
1141,REP.B010_MCF10A_24H:H09
1142,REP.A010_MDAMB231_24H:H10
1143,REP.A010_YAPC_24H:H08
1144,REP.B010_THP1_24H:H08
1145,REP.A010_PC3_24H:H09
1146,REP.A010_MCF7_24H:H09
1147,REP.B010_MDAMB231_24H:H11
1148,REP.B010_HEK293_24H:H07
1149,REP.A010_JURKAT_24H:H12
1150,REP.A010_HT29_24H:H07
1151,REP.B010_HEK293_24H:H11
1152,REP.A010_HT29_24H:H08
1153,REP.A010_YAPC_24H:H12
1154,REP.B010_JURKAT_24H:H10
1155,REP.A010_HEK293_24H:H10
1156,REP.B010_YAPC_24H:H11
1157,REP.A010_A375_24H:H11
1158,REP.B010_A549_24H:H09
1159,REP.A010_YAPC_24H:H10
1160,REP.B010_MDAMB231_24H:H08
1161,REP.B010_HA1E_24H:H10
1162,REP.A010_A549_24H:H12
1163,REP.A010_HELA_24H:H12
1164,REP.A010_HELA_24H:H08
1165,REP.B010_A549_24H:H11
1166,REP.B010_A549_24H:H07
1167,REP.A010_YAPC_24H:H09
1168,REP.B010_MCF7_24H:H10
1169,REP.A010_HT29_24H:H12
1170,REP.B010_MDAMB231_24H:H09
1171,REP.A010_A549_24H:H08
1172,REP.B010_A375_24H:H10
1173,REP.B010_A549_24H:H12
1174,REP.B010_HT29_24H:H11
1175,REP.B010_THP1_24H:H12
1176,REP.A010_HT29_24H:H11
1177,REP.B010_HA1E_24H:H09
1178,REP.B010_MCF7_24H:H12
1179,REP.A010_MCF10A_24H:H12
1180,REP.A010_A375_24H:H12
1181,REP.B010_THP1_24H:H07
1182,REP.B010_JURKAT_24H:H07
1183,REP.A010_A549_24H:H09
1184,REP.A010_THP1_24H:H11
1185,REP.B010_JURKAT_24H:H11
1186,REP.B010_PC3_24H:H11
1187,REP.B010_HT29_24H:H12
1188,REP.A010_PC3_24H:H10
1189,REP.A010_MDAMB231_24H:H09
1190,REP.B010_PC3_24H:H08
1191,REP.A010_PC3_24H:H11
1192,REP.A010_MCF7_24H:H10
1193,REP.B010_HT29_24H:H10
1194,REP.B010_THP1_24H:H11
1195,REP.B010_HA1E_24H:H08
1196,REP.A010_YAPC_24H:H07
1197,REP.B010_HA1E_24H:H12
1198,REP.A010_PC3_24H:H08
1199,REP.B010_A375_24H:H08
1200,REP.B010_YAPC_24H:H07
1201,REP.A010_A375_24H:H08
1202,REP.A010_HEK293_24H:H07
1203,REP.A010_HEK293_24H:H08
1204,REP.B010_MCF10A_24H:H11
1205,REP.B010_HELA_24H:H11
1206,REP.B010_YAPC_24H:H10
1207,REP.B010_MCF10A_24H:H10
1208,REP.A010_JURKAT_24H:H09
1209,REP.B010_JURKAT_24H:H08
1210,REP.B010_HT29_24H:H07
1211,REP.A010_HA1E_24H:H09
1212,REP.A010_THP1_24H:H12
1213,REP.A010_YAPC_24H:H11
1214,REP.A010_MCF10A_24H:H10
1215,REP.B010_MDAMB231_24H:H10
1216,REP.A010_JURKAT_24H:H11
1217,REP.A010_HEK293_24H:H12
1218,REP.B010_A375_24H:H12
1219,REP.A010_JURKAT_24H:H10
1220,REP.A010_HA1E_24H:H11
1221,REP.A010_HELA_24H:H11
1222,REP.B010_A375_24H:H09
1223,REP.B010_HEK293_24H:H12
1224,REP.B010_HEK293_24H:H09
1225,REP.A010_HA1E_24H:H10
1226,REP.A010_MDAMB231_24H:H08
1227,REP.B010_HT29_24H:H09
1228,REP.A010_JURKAT_24H:H07
1229,REP.B010_HELA_24H:H07
1230,REP.A010_MCF10A_24H:H08
1231,REP.B010_HEK293_24H:H08
1232,REP.B010_HELA_24H:H09
1233,REP.B010_MCF10A_24H:H07
1234,REP.A010_HA1E_24H:H12
1235,REP.B010_MCF10A_24H:H08
1236,REP.B010_MDAMB231_24H:H12
1237,REP.B010_MCF7_24H:H07
1238,REP.A010_MCF10A_24H:H09
1239,REP.B010_THP1_24H:H09
1240,REP.B010_MCF7_24H:H08
1241,LIVB001_HUH7_72H:P09
1242,NMH001_NEU_24H:BRD-K25210139-001-01-3:10
1243,NMH001_NPC_24H:N03
1244,NMH001_NEU_6H:N03
1245,NMH001_FIBRNPC_24H:BRD-K25210139-001-01-3:10
1246,NMH001_FIBRNPC_6H:BRD-K25210139-001-01-3:10
1247,NMH001_NPC_6H:BRD-K25210139-001-01-3:10
1248,CPD003_PC3_24H:BRD-K74763371-001-02-6:10
1249,CPD003_MCF7_6H:BRD-K74763371-001-02-6:10
1250,LIVB002_HUH7_72H:N14
1251,CPD003_PC3_6H:M23
1252,CPD003_MCF7_24H:M23
1253,CPC020_A549_6H:BRD-K74763371-001-01-8:10
1254,CPC020_A375_6H:BRD-K74763371-001-01-8:10
1255,CPC020_HA1E_6H:BRD-K74763371-001-01-8:10
1256,CPC020_PC3_6H:BRD-K74763371-001-01-8:10
1257,CPC020_MCF7_6H:BRD-K74763371-001-01-8:10
1258,CPC020_PC3_24H:BRD-K74763371-001-01-8:10
1259,CPC020_MCF7_24H:BRD-K74763371-001-01-8:10
1260,CPC020_VCAP_6H:BRD-K74763371-001-01-8:10
1261,CPC020_HCC515_6H:BRD-K74763371-001-01-8:10
1262,CPC020_VCAP_24H:BRD-K74763371-001-01-8:10
1263,CPC020_HT29_6H:BRD-K74763371-001-01-8:10
1264,REP.B024_JURKAT_24H:E05
1265,REP.B024_HUVEC.A_24H:E04
1266,REP.B024_A549_24H:E03
1267,REP.A024_YAPC_24H:E03
1268,REP.A024_PC3_24H:E01
1269,REP.B024_HEK293_24H:E01
1270,REP.A024_HT29_24H:E03
1271,REP.B024_PC3_24H:E01
1272,REP.B024_YAPC_24H:E04
1273,REP.A024_YAPC_24H:E02
1274,REP.B024_THP1_24H:E04
1275,REP.A024_THP1_24H:E01
1276,REP.B024_HELA_24H:E02
1277,REP.A024_HT29_24H:E05
1278,REP.B024_A375_24H:E06
1279,REP.A024_MCF7_24H:E04
1280,REP.A024_HEK293_24H:E06
1281,REP.A024_HA1E_24H:E05
1282,REP.B024_MCF7_24H:E04
1283,REP.B024_JURKAT_24H:E06
1284,REP.A024_YAPC_24H:E05
1285,REP.A024_A549_24H:E03
1286,REP.A024_THP1_24H:E02
1287,REP.B024_YAPC_24H:E01
1288,REP.A024_HELA_24H:E03
1289,REP.B024_HEK293_24H:E02
1290,REP.B024_MDAMB231_24H:E06
1291,REP.A024_MCF10A_24H:E01
1292,REP.A024_HA1E_24H:E03
1293,REP.A024_MCF10A_24H:E03
1294,REP.B024_HUVEC.A_24H:E05
1295,REP.A024_A375_24H:E05
1296,REP.A024_JURKAT_24H:E05
1297,REP.B024_JURKAT_24H:E03
1298,REP.B024_MCF10A_24H:E05
1299,REP.B024_MDAMB231_24H:E05
1300,REP.A024_HELA_24H:E05
1301,REP.B024_JURKAT_24H:E01
1302,REP.B024_HT29_24H:E05
1303,REP.B024_PC3_24H:E02
1304,REP.B024_THP1_24H:E02
1305,REP.A024_HELA_24H:E06
1306,REP.B024_HA1E_24H:E05
1307,REP.B024_HUVEC.A_24H:E03
1308,REP.A024_MDAMB231_24H:E02
1309,REP.B024_YAPC_24H:E05
1310,REP.B024_YAPC_24H:E02
1311,REP.A024_HEK293_24H:E03
1312,REP.A024_MCF7_24H:E05
1313,REP.B024_A549_24H:E04
1314,REP.B024_HT29_24H:E02
1315,REP.B024_HELA_24H:E04
1316,REP.B024_HT29_24H:E03
