,sig_id
5420,ASG003_MCF7_6H:M21
5421,ASG002_YAPC_24H:N22
5422,ASG002_PC3_24H:N23
5423,ASG002_OVK18_24H:N22
5424,ASG002_IM95_24H:N24
5425,ASG002_MDAMB468_24H:N23
5426,ASG003_XC.P092_24H:M21
5427,ASG002_A549_24H:N24
5428,ASG003_MCF7_6H:M20
5429,ASG002_NCIH838_24H:N24
5430,ASG003_U2OS_48H:M19
5431,ASG002_NCIH1437_24H:N22
5432,ASG002_ES2_24H:N22
5433,ASG003_XC.P909_24H:M21
5434,ASG002_HEC151_24H:N24
5435,ASG002_MDAMB468_24H:N24
5436,ASG002_A204_24H:N24
5437,ASG003_XC.P905_24H:M19
5438,ASG003_XC.P935_24H:M21
5439,ASG003_U2OS_6H:M20
5440,ASG002_ES2_24H:N24
5441,ASG002_SKES1_24H:N22
5442,ASG002_HCC95_24H:N22
5443,ASG003_U2OS_6H:M21
5444,ASG002_A204_24H:N23
5445,ASG003_XC.P901_24H:M20
5446,ASG003_XC.P904_24H:M19
5447,ASG002_HEC108_24H:N22
5448,ASG002_A204_24H:N22
5449,ASG002_NCIH2110_24H:N24
5450,ASG002_RCC10RGB_24H:N23
5451,ASG003_XC.P936_24H:M19
5452,ASG003_XC.P934_24H:M20
5453,ASG003_XC.P033_24H:M20
5454,ASG003_XC.P909_24H:M19
5455,ASG003_XC.P910_24H:M21
5456,ASG003_XC.P912_24H:M21
5457,ASG003_WA09.AST_24H:M21
5458,ASG002_TC32_24H:N24
5459,ASG002_A375_24H:N22
5460,ASG003_WA09.AST_24H:M20
5461,ASG002_JHH5_24H:N23
5462,ASG002_GP2D_24H:N24
5463,ASG002_JHH5_24H:N22
5464,ASG002_22RV1_24H:N22
5465,ASG002_HEC1A_24H:N24
5466,ASG003_U2OS_48H:M20
5467,ASG002_SKES1_24H:N23
5468,ASG002_HEC151_24H:N23
5469,ASG002_MKN45_24H:N24
5470,ASG002_HCC95_24H:N24
5471,ASG002_PC3_24H:N24
5472,ASG003_XC.P026_24H:M20
5473,ASG002_BT474_24H:N24
5474,ASG003_XC.P911_24H:M21
5475,ASG002_SH4_24H:N24
5476,ASG002_RCC10RGB_24H:N24
5477,ASG002_HEC251_24H:N22
5478,ASG002_RCC10RGB_24H:N22
5479,ASG002_SKMEL3_24H:N22
5480,ASG002_HEC265_24H:N23
5481,ASG003_XC.L10_24H:M20
5482,ASG003_XC.P909_24H:M20
5483,ASG002_SH4_24H:N23
5484,ASG002_BICR6_24H:N22
5485,ASG003_MCF7_24H:M20
5486,ASG002_GP2D_24H:N23
5487,ASG003_XC.P908_24H:M20
5488,ASG003_XC.P911_24H:M19
5489,ASG002_MCF7_24H:N24
5490,ASG003_XC.P092_24H:M20
5491,ASG003_U2OS_24H:M19
5492,ASG002_BICR6_24H:N23
5493,ASG002_IGR37_24H:N22
5494,ASG002_LNCAP.FGC_24H:N23
5495,ASG002_HT29_24H:N24
5496,ASG003_XC.P901_24H:M21
5497,ASG002_BT474_24H:N23
5498,ASG002_NCIH2110_24H:N22
5499,ASG002_YH13_24H:N23
5500,ASG002_U251MG_24H:N23
5501,ASG003_XC.P914_24H:M20
5502,ASG002_NCIH838_24H:N23
5503,ASG002_NCIH2172_24H:N24
5504,ASG003_A549_6H:M19
5505,ASG002_BC3C_24H:N23
5506,ASG002_LNCAP.FGC_24H:N22
5507,ASG002_BC3C_24H:N22
5508,ASG002_A549_24H:N23
5509,ASG003_XC.P091_24H:M20
5510,ASG002_NCIH838_24H:N22
5511,ASG002_HEC251_24H:N23
5512,ASG003_U2OS_6H:M19
5513,ASG002_BEN_24H:N23
5514,ASG003_XC.P908_24H:M21
5515,ASG002_A375_24H:N23
5516,ASG003_XC.P908_24H:M19
5517,ASG003_XC.P906_24H:M20
5518,ASG002_NCIH1573_24H:N22
5519,ASG002_NCIH1573_24H:N24
5520,ASG002_JHH7_24H:N24
5521,ASG002_NCIH2172_24H:N22
5522,ASG002_G401_24H:N23
5523,ASG003_XC.P915_24H:M19
5524,ASG003_XC.P922_24H:M20
5525,ASG002_HCC1588_24H:N23
5526,ASG002_GI1_24H:N23
5527,ASG003_MCF7_48H:M19
5528,ASG003_XC.P905_24H:M20
5529,ASG003_XC.P906_24H:M21
5530,ASG003_XC.P911_24H:M20
5531,ASG002_OAW28_24H:N23
5532,ASG003_A549_24H:M20
5533,ASG003_XC.P931_24H:M20
5534,ASG002_OC316_24H:N23
5535,ASG003_XC.P936_24H:M20
5536,ASG002_YAPC_24H:N24
5537,ASG002_SKES1_24H:N24
5538,ASG002_A549_24H:N22
5539,ASG003_XC.P901_24H:M19
5540,ASG002_NCIH841_24H:N23
5541,ASG002_OAW28_24H:N22
5542,ASG003_XC.P026_24H:M19
5543,ASG003_XC.P026_24H:M21
5544,ASG003_XC.P922_24H:M21
5545,ASG003_XC.L10_24H:M21
5546,ASG002_CAL29_24H:N23
5547,ASG002_HT29_24H:N23
5548,ASG002_HCC1588_24H:N24
5549,ASG003_XC.P933_24H:M19
5550,ASG002_IGR37_24H:N23
5551,ASG003_XC.P033_24H:M19
5552,ASG003_XC.P091_24H:M19
5553,ASG002_OVTOKO_24H:N24
5554,ASG002_GI1_24H:N24
5555,ASG002_YAPC_24H:N23
5556,ASG003_XC.P935_24H:M19
5557,ASG002_BEN_24H:N24
5558,ASG002_ZR751_24H:N23
5559,ASG002_NCIH2172_24H:N23
5560,ASG002_OC316_24H:N22
5561,ASG002_22RV1_24H:N23
5562,ASG002_OAW28_24H:N24
5563,ASG002_ZR751_24H:N22
5564,ASG002_22RV1_24H:N24
5565,ASG003_XC.500_24H:M21
5566,ASG003_XC.P031_24H:M20
5567,ASG002_HEC1A_24H:N22
5568,ASG002_NCIH841_24H:N22
5569,ASG002_HEC265_24H:N24
5570,ASG003_MCF7_48H:M20
5571,ASG003_XC.P907_24H:M19
5572,ASG002_ZR751_24H:N24
5573,ASG003_XC.P936_24H:M21
5574,ASG003_A549_24H:M19
5575,ASG003_XC.500_24H:M20
5576,ASG002_TOV112D_24H:N23
5577,ASG003_XC.P904_24H:M21
5578,ASG003_MCF7_48H:M21
5579,ASG002_TOV112D_24H:N24
5580,ASG002_NCIH1437_24H:N24
5581,ASG002_OVK18_24H:N24
5582,ASG003_XC.P092_24H:M19
5583,ASG003_XC.P915_24H:M20
5584,ASG003_XC.P935_24H:M20
5585,ASG003_XC.P932_24H:M20
5586,ASG002_CAL29_24H:N22
5587,ASG002_MKN45_24H:N23
5588,ASG002_MELHO_24H:N22
5589,ASG002_LNCAP.FGC_24H:N24
5590,ASG002_CJM_24H:N22
5591,ASG002_JHH7_24H:N22
5592,ASG002_MKN45_24H:N22
5593,ASG002_T47D_24H:N22
5594,ASG002_YH13_24H:N24
5595,ASG002_SH4_24H:N22
5596,ASG002_NCIH1573_24H:N23
5597,ASG003_XC.P914_24H:M21
5598,ASG003_MCF7_24H:M21
5599,ASG002_MELHO_24H:N24
5600,ASG003_XC.P931_24H:M21
5601,ASG002_HEC1A_24H:N23
5602,ASG003_XC.P931_24H:M19
5603,ASG002_MCF7_24H:N23
5604,ASG003_XC.P091_24H:M21
5605,ASG003_U2OS_48H:M21
5606,ASG003_XC.P904_24H:M20
5607,ASG003_XC.P907_24H:M21
5608,ASG002_OVK18_24H:N23
5609,ASG003_A549_24H:M21
5610,ASG002_HCC95_24H:N23
5611,ASG002_SKMEL3_24H:N24
5612,ASG002_U251MG_24H:N24
5613,ASG002_G401_24H:N24
5614,ASG002_COV434_24H:N24
5615,ASG003_XC.P912_24H:M20
5616,ASG002_AGS_24H:N24
5617,ASG002_MCF7_24H:N22
5618,ASG002_IM95_24H:N23
5619,ASG003_XC.L10_24H:M19
5620,ASG003_XC.P930_24H:M21
5621,ASG003_A549_6H:M21
5622,ASG002_GP2D_24H:N22
5623,ASG003_XC.P934_24H:M21
5624,ASG003_A549_6H:M20
5625,ASG003_XC.P910_24H:M20
5626,ASG002_U251MG_24H:N22
5627,ASG003_MCF7_6H:M19
5628,ASG002_G401_24H:N22
5629,ASG002_NCIH2110_24H:N23
5630,ASG002_AGS_24H:N23
5631,ASG002_COV434_24H:N22
5632,ASG002_NCIH1437_24H:N23
5633,ASG003_U2OS_24H:M20
5634,ASG002_HEC151_24H:N22
5635,ASG003_XC.P914_24H:M19
5636,ASG003_XC.P922_24H:M19
5637,ASG003_A549_48H:M21
5638,ASG003_WA09.AST_24H:M19
5639,ASG002_NCIH841_24H:N24
5640,ASG003_A549_48H:M19
5641,ASG002_SNU407_24H:N22
5642,ASG002_YH13_24H:N22
5643,ASG002_IM95_24H:N22
5644,ASG002_BEN_24H:N22
5645,ASG002_BC3C_24H:N24
5646,ASG002_TOV112D_24H:N22
5647,ASG002_OC316_24H:N24
5648,ASG002_SNU407_24H:N24
5649,ASG002_HT29_24H:N22
5650,ASG003_XC.P031_24H:M21
5651,ASG003_XC.P932_24H:M21
5652,ASG002_T47D_24H:N24
5653,ASG002_COV434_24H:N23
5654,ASG002_ES2_24H:N23
5655,ASG002_IGR37_24H:N24
5656,ASG003_XC.P031_24H:M19
5657,ASG003_XC.P912_24H:M19
5658,ASG002_AGS_24H:N22
5659,ASG002_TC32_24H:N23
5660,ASG002_SNU407_24H:N23
5661,ASG002_MELHO_24H:N23
5662,ASG002_SKMEL3_24H:N23
5663,ASG002_T47D_24H:N23
5664,ASG002_HEC108_24H:N23
5665,ASG003_U2OS_24H:M21
5666,ASG003_XC.500_24H:M19
5667,ASG003_XC.P906_24H:M19
5668,ASG002_HEC251_24H:N24
5669,ASG002_CAL29_24H:N24
5670,ASG002_OVTOKO_24H:N22
5671,CPC013_VCAP_6H:BRD-K66175015-001-01-7:10
5672,CPC013_PC3_24H:BRD-K66175015-001-01-7:10
5673,CPC013_SKB_24H:BRD-K66175015-001-01-7:10
5674,CPC013_A549_24H:BRD-K66175015-001-01-7:10
5675,CPC013_HEPG2_6H:BRD-K66175015-001-01-7:10
5676,CPC013_MCF7_24H:BRD-K66175015-001-01-7:10
5677,CPC013_ASC_24H:BRD-K66175015-001-01-7:10
5678,CPC013_NEU_24H:BRD-K66175015-001-01-7:10
5679,CPC013_MCF7_6H:BRD-K66175015-001-01-7:10
5680,CPC013_HCC515_6H:BRD-K66175015-001-01-7:10
5681,CPC013_A375_6H:BRD-K66175015-001-01-7:10
5682,CPC013_PC3_6H:BRD-K66175015-001-01-7:10
5683,CPC013_A549_6H:BRD-K66175015-001-01-7:10
5684,CPC013_HA1E_6H:BRD-K66175015-001-01-7:10
5685,CPC013_VCAP_24H:BRD-K66175015-001-01-7:10
5686,CPC013_HT29_6H:G21
5687,ISO001_MCF10A.TP53.M_24H:G14
5688,ISO001_MCF10A.EGFR.HL_24H:G21
5689,ISO001_MCF10A.PTEN.M_24H:G01
5690,ISO001_MCF10A.PTEN.M_24H:G15
5691,ISO001_MCF10A.EGFR.HL_24H:G20
5692,ISO001_MCF10A.IDH1.HR_24H:G05
5693,ISO001_MCF10A.IDH1.HR_24H:G03
5694,ISO001_MCF10A.EGFR.HL_24H:G15
5695,ISO001_MCF10A.EGFR.HL_24H:G06
5696,ISO001_MCF10A.WTHP_24H:G15
5697,ISO001_MCF10A.PTEN.M_24H:G19
5698,ISO001_MCF10A.EGFR.HL_24H:G23
5699,ISO001_MCF10A.WTHP_24H:G02
5700,ISO001_MCF10A.TP53.M_24H:G19
5701,ISO001_MCF10A.WTLP.GM_24H:G03
5702,ISO001_MCF10A.WTLP_24H:G21
5703,ISO001_MCF10A.EGFR.HD_24H:G02
5704,ISO001_MCF10A.WTLP_24H:G17
5705,ISO001_MCF10A.EGFR.HD_24H:G20
5706,ISO001_MCF10A.TP53.M_24H:G01
5707,ISO001_MCF10A.EGFR.HD_24H:G18
5708,ISO001_MCF10A.PTEN.M_24H:G17
5709,ISO001_MCF10A.WTLP.GM_24H:G06
5710,ISO001_MCF10A.IDH1.HR_24H:G22
5711,ISO001_MCF10A.PTEN.M_24H:G22
5712,ISO001_MCF10A.WTLP_24H:G20
5713,ISO001_MCF10A.EGFR.HL_24H:G18
5714,ISO001_MCF10A.WTLP.GM_24H:G02
5715,ISO001_MCF10A.WTHP_24H:G24
5716,ISO001_MCF10A.EGFR.HD_24H:G16
5717,ISO001_MCF10A.WTLP_24H:G23
5718,ISO001_MCF10A.WTLP.GM_24H:G04
5719,ISO001_MCF10A.WTLP.GM_24H:G15
5720,ISO001_MCF10A.WTHP_24H:G21
5721,ISO001_MCF10A.TP53.M_24H:G15
5722,ISO001_MCF10A.IDH1.HR_24H:G13
5723,ISO001_MCF10A.WTHP_24H:G06
5724,ISO001_MCF10A.WTHP_24H:G18
5725,ISO001_MCF10A.EGFR.HD_24H:G13
5726,ISO001_MCF10A.TP53.M_24H:G23
5727,ISO001_MCF10A.EGFR.HL_24H:G24
5728,ISO001_MCF10A.WTHP_24H:G22
5729,ISO001_MCF10A.WTHP_24H:G14
5730,ISO001_MCF10A.PTEN.M_24H:G23
5731,ISO001_MCF10A.PTEN.M_24H:G13
5732,ISO001_MCF10A.EGFR.HD_24H:G14
5733,ISO001_MCF10A.WTLP_24H:G06
5734,ISO001_MCF10A.WTLP_24H:G14
5735,ISO001_MCF10A.PTEN.M_24H:G20
5736,ISO001_MCF10A.TP53.M_24H:G18
5737,ISO001_MCF10A.IDH1.HR_24H:G21
5738,ISO001_MCF10A.IDH1.HR_24H:G16
5739,ISO001_MCF10A.WTLP.GM_24H:G22
5740,ISO001_MCF10A.TP53.M_24H:G02
5741,ISO001_MCF10A.WTLP.GM_24H:G05
5742,ISO001_MCF10A.TP53.M_24H:G24
5743,ISO001_MCF10A.TP53.M_24H:G16
5744,ISO001_MCF10A.IDH1.HR_24H:G23
5745,ISO001_MCF10A.TP53.M_24H:G13
5746,ISO001_MCF10A.WTLP_24H:G05
5747,ISO001_MCF10A.IDH1.HR_24H:G17
5748,ISO001_MCF10A.PTEN.M_24H:G24
5749,ISO001_MCF10A.TP53.M_24H:G06
5750,ISO001_MCF10A.EGFR.HL_24H:G13
5751,ISO001_MCF10A.EGFR.HD_24H:G19
5752,ISO001_MCF10A.WTLP.GM_24H:G20
5753,ISO001_MCF10A.EGFR.HD_24H:G04
5754,ISO001_MCF10A.EGFR.HD_24H:G15
5755,ISO001_MCF10A.WTLP_24H:G03
5756,ISO001_MCF10A.WTLP.GM_24H:G13
5757,ISO001_MCF10A.WTHP_24H:G23
5758,ISO001_MCF10A.WTHP_24H:G13
5759,ISO001_MCF10A.EGFR.HL_24H:G22
5760,ISO001_MCF10A.IDH1.HR_24H:G24
5761,ISO001_MCF10A.WTLP_24H:G19
5762,ISO001_MCF10A.EGFR.HL_24H:G17
5763,ISO001_MCF10A.IDH1.HR_24H:G04
5764,ISO001_MCF10A.WTHP_24H:G01
5765,ISO001_MCF10A.TP53.M_24H:G04
5766,ISO001_MCF10A.WTLP_24H:G22
5767,ISO001_MCF10A.PTEN.M_24H:G03
5768,ISO001_MCF10A.IDH1.HR_24H:G20
5769,ISO001_MCF10A.WTHP_24H:G03
5770,ISO001_MCF10A.WTLP.GM_24H:G14
5771,ISO001_MCF10A.WTLP.GM_24H:G17
5772,ISO001_MCF10A.WTLP_24H:G13
5773,ISO001_MCF10A.WTLP.GM_24H:G16
5774,ISO001_MCF10A.WTHP_24H:G20
5775,ISO001_MCF10A.WTHP_24H:G04
5776,ISO001_MCF10A.IDH1.HR_24H:G15
5777,ISO001_MCF10A.PTEN.M_24H:G05
5778,ISO001_MCF10A.WTHP_24H:G17
5779,ISO001_MCF10A.TP53.M_24H:G05
5780,ISO001_MCF10A.EGFR.HD_24H:G05
5781,ISO001_MCF10A.WTHP_24H:G05
5782,ISO001_MCF10A.IDH1.HR_24H:G01
5783,ISO001_MCF10A.EGFR.HL_24H:G01
5784,ISO001_MCF10A.WTLP_24H:G24
5785,ISO001_MCF10A.IDH1.HR_24H:G19
5786,ISO001_MCF10A.IDH1.HR_24H:G14
5787,ISO001_MCF10A.PTEN.M_24H:G06
5788,ISO001_MCF10A.TP53.M_24H:G20
5789,ISO001_MCF10A.WTLP_24H:G18
5790,ISO001_MCF10A.EGFR.HL_24H:G05
5791,ISO001_MCF10A.EGFR.HL_24H:G19
5792,ISO001_MCF10A.TP53.M_24H:G22
5793,ISO001_MCF10A.IDH1.HR_24H:G18
5794,ISO001_MCF10A.PTEN.M_24H:G14
5795,ISO001_MCF10A.PTEN.M_24H:G04
5796,ISO001_MCF10A.IDH1.HR_24H:G06
5797,ISO001_MCF10A.TP53.M_24H:G21
5798,ISO001_MCF10A.TP53.M_24H:G03
5799,ISO001_MCF10A.EGFR.HD_24H:G03
5800,ISO001_MCF10A.WTLP_24H:G01
5801,ISO001_MCF10A.WTLP.GM_24H:G19
5802,ISO001_MCF10A.PTEN.M_24H:G18
5803,ISO001_MCF10A.IDH1.HR_24H:G02
5804,ISO001_MCF10A.WTHP_24H:G16
5805,ISO001_MCF10A.WTLP_24H:G02
5806,ISO001_MCF10A.EGFR.HD_24H:G21
5807,ISO001_MCF10A.EGFR.HD_24H:G17
5808,ISO001_MCF10A.EGFR.HL_24H:G04
5809,ISO001_MCF10A.WTLP.GM_24H:G21
5810,ISO001_MCF10A.PTEN.M_24H:G16
5811,ISO001_MCF10A.EGFR.HD_24H:G24
5812,ISO001_MCF10A.EGFR.HL_24H:G16
5813,ISO001_MCF10A.EGFR.HL_24H:G03
5814,ISO001_MCF10A.WTHP_24H:G19
5815,ISO001_MCF10A.EGFR.HD_24H:G23
5816,ISO001_MCF10A.EGFR.HL_24H:G02
5817,ISO001_MCF10A.WTLP.GM_24H:G01
5818,ISO001_MCF10A.EGFR.HL_24H:G14
5819,ISO001_MCF10A.PTEN.M_24H:G02
5820,ISO001_MCF10A.PTEN.M_24H:G21
5821,ISO001_MCF10A.WTLP_24H:G04
5822,ISO001_MCF10A.EGFR.HD_24H:G01
5823,ISO001_MCF10A.WTLP.GM_24H:G24
5824,ISO001_MCF10A.WTLP.GM_24H:G18
5825,ISO001_MCF10A.EGFR.HD_24H:G06
5826,ISO001_MCF10A.WTLP.GM_24H:G23
5827,ISO001_MCF10A.EGFR.HD_24H:G22
5828,ISO001_MCF10A.TP53.M_24H:G17
5829,REP.B018_PC3_24H:M01
5830,REP.B018_A549_24H:M05
5831,REP.B018_A549_24H:M01
5832,REP.B018_MCF10A_24H:M06
5833,REP.B018_MDAMB231_24H:M06
5834,REP.A018_MCF10A_24H:M01
5835,REP.A018_JURKAT_24H:M03
5836,REP.B018_YAPC_24H:M01
5837,REP.B018_MCF7_24H:M01
5838,REP.A018_MCF10A_24H:M05
5839,REP.B018_MCF7_24H:M05
5840,REP.A018_HA1E_24H:M05
5841,REP.B018_THP1_24H:M02
5842,REP.B018_YAPC_24H:M06
5843,REP.B018_HT29_24H:M04
5844,REP.A018_MCF7_24H:M03
5845,REP.B018_HT29_24H:M01
5846,REP.B018_JURKAT_24H:M03
5847,REP.B018_MCF10A_24H:M04
5848,REP.B018_HEK293_24H:M04
5849,REP.B018_HEK293_24H:M02
5850,REP.B018_A549_24H:M03
5851,REP.B018_JURKAT_24H:M01
5852,REP.B018_HEK293_24H:M01
5853,REP.B018_HT29_24H:M06
5854,REP.B018_PC3_24H:M06
5855,REP.A018_A375_24H:M03
5856,REP.A018_HEK293_24H:M06
5857,REP.B018_A375_24H:M01
5858,REP.B018_A375_24H:M02
5859,REP.B018_THP1_24H:M01
5860,REP.A018_THP1_24H:M03
5861,REP.A018_HA1E_24H:M04
5862,REP.A018_MDAMB231_24H:M06
5863,REP.B018_JURKAT_24H:M05
5864,REP.A018_A375_24H:M06
5865,REP.A018_YAPC_24H:M06
5866,REP.B018_HT29_24H:M02
5867,REP.A018_PC3_24H:M01
5868,REP.A018_PC3_24H:M06
5869,REP.A018_PC3_24H:M05
5870,REP.B018_HA1E_24H:M05
5871,REP.A018_HELA_24H:M01
5872,REP.A018_PC3_24H:M04
5873,REP.B018_THP1_24H:M03
5874,REP.A018_HELA_24H:M03
5875,REP.B018_JURKAT_24H:M02
5876,REP.A018_MCF7_24H:M02
5877,REP.A018_JURKAT_24H:M04
5878,REP.B018_YAPC_24H:M02
5879,REP.A018_YAPC_24H:M02
5880,REP.A018_A549_24H:M04
5881,REP.A018_HEK293_24H:M01
5882,REP.B018_MCF7_24H:M06
5883,REP.B018_JURKAT_24H:M04
5884,REP.B018_PC3_24H:M02
5885,REP.B018_THP1_24H:M05
5886,REP.B018_YAPC_24H:M04
5887,REP.B018_HEK293_24H:M03
5888,REP.A018_MCF7_24H:M04
5889,REP.A018_A375_24H:M05
5890,REP.B018_THP1_24H:M06
5891,REP.A018_THP1_24H:M01
5892,REP.B018_YAPC_24H:M03
5893,REP.A018_HELA_24H:M05
5894,REP.B018_MCF10A_24H:M02
5895,REP.B018_HT29_24H:M03
5896,REP.B018_HA1E_24H:M03
5897,REP.A018_JURKAT_24H:M02
5898,REP.B018_A549_24H:M02
5899,REP.B018_HELA_24H:M06
5900,REP.A018_A549_24H:M05
5901,REP.A018_HELA_24H:M04
5902,REP.B018_MCF7_24H:M03
5903,REP.B018_HT29_24H:M05
5904,REP.A018_YAPC_24H:M03
5905,REP.B018_JURKAT_24H:M06
5906,REP.B018_THP1_24H:M04
5907,REP.B018_MDAMB231_24H:M03
5908,REP.A018_A549_24H:M06
5909,REP.B018_HA1E_24H:M01
5910,REP.A018_A549_24H:M03
5911,REP.A018_THP1_24H:M04
5912,REP.B018_MDAMB231_24H:M02
5913,REP.B018_A375_24H:M05
5914,REP.A018_YAPC_24H:M04
5915,REP.A018_JURKAT_24H:M06
5916,REP.B018_HEK293_24H:M06
5917,REP.A018_A375_24H:M04
5918,REP.A018_MCF7_24H:M05
5919,REP.A018_JURKAT_24H:M01
5920,REP.B018_HELA_24H:M02
5921,REP.B018_A549_24H:M06
5922,REP.A018_A375_24H:M02
5923,REP.A018_MDAMB231_24H:M03
5924,REP.A018_HA1E_24H:M01
5925,REP.B018_MDAMB231_24H:M01
5926,REP.B018_HELA_24H:M04
5927,REP.A018_MCF10A_24H:M04
5928,REP.A018_MDAMB231_24H:M01
5929,REP.A018_HEK293_24H:M04
5930,REP.B018_PC3_24H:M03
5931,REP.A018_MDAMB231_24H:M02
5932,REP.A018_MCF10A_24H:M06
5933,REP.A018_HT29_24H:M04
5934,REP.A018_HT29_24H:M02
5935,REP.B018_MCF10A_24H:M03
5936,REP.A018_THP1_24H:M02
5937,REP.A018_HA1E_24H:M03
5938,REP.B018_MCF10A_24H:M05
5939,REP.B018_A549_24H:M04
5940,REP.A018_MCF7_24H:M06
5941,REP.B018_A375_24H:M04
5942,REP.B018_PC3_24H:M04
5943,REP.A018_THP1_24H:M05
5944,REP.B018_MDAMB231_24H:M04
5945,REP.A018_A549_24H:M02
5946,REP.B018_A375_24H:M03
5947,REP.B018_HELA_24H:M05
5948,REP.A018_MCF10A_24H:M02
5949,REP.A018_HA1E_24H:M02
5950,REP.A018_THP1_24H:M06
5951,REP.B018_MCF7_24H:M02
5952,REP.B018_MDAMB231_24H:M05
5953,REP.A018_HT29_24H:M06
5954,REP.B018_MCF10A_24H:M01
5955,REP.B018_A375_24H:M06
5956,REP.A018_A549_24H:M01
5957,REP.A018_PC3_24H:M03
5958,REP.B018_HA1E_24H:M06
5959,REP.A018_HT29_24H:M05
5960,REP.A018_JURKAT_24H:M05
5961,REP.A018_HA1E_24H:M06
5962,REP.A018_HT29_24H:M01
5963,REP.A018_YAPC_24H:M05
5964,REP.A018_HELA_24H:M06
5965,REP.A018_YAPC_24H:M01
5966,REP.A018_MCF10A_24H:M03
5967,REP.B018_HELA_24H:M01
5968,REP.B018_PC3_24H:M05
5969,REP.A018_MCF7_24H:M01
5970,REP.A018_HEK293_24H:M05
5971,REP.B018_HA1E_24H:M04
5972,REP.A018_A375_24H:M01
5973,REP.A018_HEK293_24H:M03
5974,REP.A018_MDAMB231_24H:M05
5975,REP.B018_MCF7_24H:M04
5976,REP.B018_HA1E_24H:M02
5977,REP.A018_MDAMB231_24H:M04
5978,REP.B018_HEK293_24H:M05
5979,REP.A018_PC3_24H:M02
5980,REP.B018_YAPC_24H:M05
5981,REP.A018_HT29_24H:M03
5982,REP.A018_HEK293_24H:M02
5983,REP.B018_HELA_24H:M03
5984,REP.A018_HELA_24H:M02
5985,AICHI001_THP1_24H:K20
5986,AICHI001_BJAB_24H:K21
5987,AICHI001_HBL1_4H:K22
5988,AICHI001_BJAB_24H:K19
5989,AICHI001_THP1_24H:K23
5990,AICHI001_OCILY19_4H:K19
5991,AICHI001_OCILY10_4H:K19
5992,AICHI001_TMD8_4H:K20
5993,AICHI001_BJAB_24H:K20
5994,AICHI001_K562_4H:K22
5995,AICHI001_NALM6_24H:K21
5996,AICHI001_MINO_24H:K23
5997,AICHI001_HBL1_4H:K20
5998,AICHI001_OCILY3_4H:K24
5999,AICHI001_OCILY10_24H:K19
6000,AICHI001_SKMEL5_24H:K24
6001,AICHI001_KMS34_24H:K24
6002,AICHI001_TMD8_4H:K23
6003,AICHI001_BJAB_4H:K20
6004,AICHI001_THP1_4H:K19
6005,AICHI001_K562_24H:K21
6006,AICHI001_K562_4H:K24
6007,AICHI001_MINO_24H:K22
6008,AICHI001_BJAB_4H:K24
6009,AICHI001_KMS34_24H:K22
6010,AICHI001_TMD8_24H:K23
6011,AICHI001_THP1_24H:K21
6012,AICHI001_TMD8_24H:K22
6013,AICHI001_OCILY3_24H:K23
6014,AICHI001_THP1_4H:K24
6015,AICHI001_K562_24H:K24
6016,AICHI001_THP1_4H:K23
6017,AICHI001_OCILY19_24H:K23
6018,AICHI001_HBL1_24H:K21
6019,AICHI001_SKMEL5_24H:K21
6020,AICHI001_OCILY3_4H:K22
6021,AICHI001_K562_4H:K20
6022,AICHI001_MINO_24H:K21
6023,AICHI001_K562_24H:K19
6024,AICHI001_THP1_24H:K22
6025,AICHI001_OCILY19_24H:K19
6026,AICHI001_OCILY10_24H:K22
6027,AICHI001_KMS34_24H:K19
6028,AICHI001_OCILY10_4H:K24
6029,AICHI001_HBL1_24H:K24
6030,AICHI001_OCILY10_4H:K20
6031,AICHI001_BJAB_24H:K23
6032,AICHI001_BJAB_4H:K23
6033,AICHI001_NALM6_24H:K24
6034,AICHI001_MINO_24H:K20
6035,AICHI001_HBL1_24H:K20
6036,AICHI001_OCILY3_24H:K22
6037,AICHI001_BJAB_4H:K19
6038,AICHI001_THP1_4H:K21
6039,AICHI001_KMS34_24H:K21
6040,AICHI001_TMD8_4H:K19
6041,AICHI001_NALM6_24H:K20
6042,AICHI001_OCILY19_4H:K20
6043,AICHI001_TMD8_24H:K24
6044,AICHI001_SKMEL5_24H:K23
6045,AICHI001_SKMEL5_24H:K20
6046,AICHI001_SKMEL5_24H:K19
6047,AICHI001_K562_24H:K22
6048,AICHI001_KMS34_24H:K23
6049,AICHI001_OCILY19_4H:K21
6050,AICHI001_OCILY19_24H:K24
6051,AICHI001_HBL1_24H:K23
6052,AICHI001_THP1_4H:K20
6053,AICHI001_OCILY19_24H:K21
6054,AICHI001_NALM6_24H:K22
6055,AICHI001_OCILY3_4H:K21
6056,AICHI001_K562_4H:K23
6057,AICHI001_OCILY10_4H:K23
6058,AICHI001_OCILY10_24H:K20
6059,AICHI001_MINO_24H:K24
6060,AICHI001_OCILY10_24H:K21
6061,AICHI001_OCILY3_4H:K23
6062,AICHI001_OCILY10_4H:K22
6063,AICHI001_BJAB_4H:K21
6064,AICHI001_BJAB_24H:K24
6065,AICHI001_K562_24H:K20
6066,AICHI001_OCILY19_4H:K24
6067,AICHI001_HBL1_24H:K22
6068,AICHI001_OCILY3_24H:K20
6069,AICHI001_NALM6_24H:K19
6070,AICHI001_OCILY10_4H:K21
6071,AICHI001_OCILY19_4H:K22
